Date,Price,Open,High,Low,Vol.,Change %
7/30/2021,"35,797.80","35,646.40","36,024.80","35,646.40",29.92M,0.42%
7/29/2021,"35,646.40","35,532.90","36,100.50","35,419.40",42.62M,0.86%
7/28/2021,"35,343.70","35,041.00","35,646.40","34,965.30",27.58M,1.08%
7/27/2021,"34,965.30","34,813.90","35,419.40","34,586.90",23.67M,1.32%
7/26/2021,"34,511.20","34,435.50","34,889.60","33,792.20",30.53M,-0.44%
7/23/2021,"34,662.50","35,419.40","35,570.70","34,662.50",37.58M,-2.97%
7/22/2021,"35,722.10","35,343.70","36,100.50","35,041.00",27.94M,0.96%
7/21/2021,"35,381.50","35,949.10","36,176.20","35,268.00",27.74M,-1.16%
7/20/2021,"35,797.80","34,057.10","35,797.80","33,640.80",53.26M,6.77%
7/19/2021,"33,527.30","34,549.00","34,738.20","33,300.30",51.25M,-5.24%
7/16/2021,"35,381.50","35,343.70","35,911.30","35,192.30",28.93M,0.54%
7/15/2021,"35,192.30","33,754.40","35,457.20","33,754.40",37.11M,3.33%
7/14/2021,"34,057.10","34,738.20","34,813.90","33,565.10",35.66M,-1.10%
7/13/2021,"34,435.50","34,435.50","34,813.90","33,716.50",33.15M,1.22%
7/12/2021,"34,019.20","35,343.70","35,495.00","33,300.30",98.15M,-4.97%
7/9/2021,"35,797.80","36,706.00","37,160.10","34,813.90",60.96M,-3.47%
7/8/2021,"37,084.40","37,765.50","37,916.90","36,781.60",39.82M,-1.80%
7/7/2021,"37,765.50","37,084.40","37,765.50","36,214.00",52.72M,3.96%
7/6/2021,"36,327.60","38,673.70","39,506.20","36,327.60",62.68M,-6.25%
7/5/2021,"38,749.40","39,581.90","39,581.90","38,446.70",48.19M,-2.10%
7/2/2021,"39,581.90","40,111.70","40,414.40","39,506.20",39.08M,-0.95%
7/1/2021,"39,960.30","39,127.80","40,036.00","39,052.10",51.57M,2.52%
6/30/2021,"38,976.40","39,279.20","39,506.20","38,900.80",24.57M,-0.58%
6/29/2021,"39,203.50","39,733.30","39,808.90","39,127.80",25.78M,-1.15%
6/28/2021,"39,657.60","38,825.10","39,733.30","38,446.70",50.91M,3.35%
6/25/2021,"38,371.00","38,371.00","38,749.40","37,689.80",34.05M,0.20%
6/24/2021,"38,295.30","38,900.80","39,127.80","38,219.60",25.98M,-1.56%
6/23/2021,"38,900.80","39,052.10","39,279.20","38,673.70",24.13M,-0.58%
6/22/2021,"39,127.80","38,976.40","39,657.60","38,749.40",24.00M,0.98%
6/21/2021,"38,749.40","39,354.90","39,733.30","38,749.40",29.39M,-1.73%
6/18/2021,"39,430.50","39,279.20","40,338.70","38,900.80",37.69M,1.36%
6/17/2021,"38,900.80","38,522.30","39,279.20","38,522.30",26.28M,-0.77%
6/16/2021,"39,203.50","39,960.30","40,111.70","38,976.40",37.61M,-2.63%
6/15/2021,"40,263.00","40,111.70","40,565.80","39,884.60",28.22M,-0.75%
6/14/2021,"40,565.80","40,490.10","41,095.50","39,960.30",37.16M,0.94%
6/11/2021,"40,187.40","39,430.50","40,263.00","39,052.10",37.74M,2.91%
6/10/2021,"39,052.10","37,992.60","39,808.90","37,841.20",38.11M,2.58%
6/9/2021,"38,068.30","37,765.50","38,900.80","37,084.40",53.24M,0.60%
6/8/2021,"37,841.20","39,581.90","40,036.00","37,841.20",50.03M,-5.12%
6/7/2021,"39,884.60","41,322.60","41,625.30","39,354.90",45.05M,-3.30%
6/4/2021,"41,246.90","41,246.90","41,852.40","41,095.50",41.18M,0.37%
6/3/2021,"41,095.50","40,868.50","41,322.60","40,111.70",48.06M,0.56%
6/2/2021,"40,868.50","41,625.30","42,003.70","40,111.70",52.00M,-2.70%
6/1/2021,"42,003.70","41,322.60","42,609.20","40,868.50",43.44M,5.31%
5/31/2021,"39,884.60","39,884.60","39,884.60","39,203.50",78.40M,6.62%
5/28/2021,"37,409.30","37,409.30","37,520.80","36,907.60",52.89M,0.45%
5/27/2021,"37,242.10","37,743.80","37,799.60","36,907.60",33.63M,-1.47%
5/26/2021,"37,799.60","37,576.60","37,799.60","37,465.10",27.18M,0.59%
5/25/2021,"37,576.60","36,405.80","37,799.60","36,350.00",39.82M,3.06%
5/24/2021,"36,461.50","36,573.10","36,851.80","36,238.50",41.40M,-0.31%
5/21/2021,"36,573.10","36,851.80","37,019.10","36,461.50",40.28M,-1.50%
5/20/2021,"37,130.60","36,907.60","37,186.30","36,517.30",37.82M,0.76%
5/19/2021,"36,851.80","35,681.00","37,186.30","35,402.30",49.86M,4.26%
5/18/2021,"35,346.50","34,844.80","35,513.80","34,844.80",68.70M,2.42%
5/17/2021,"34,510.20","34,231.50","34,789.00","33,785.50",59.68M,0.81%
5/14/2021,"34,231.50","34,566.00","34,844.80","34,008.50",55.84M,-0.16%
5/13/2021,"34,287.20","34,789.00","35,123.50","34,287.20",43.27M,-1.91%
5/12/2021,"34,956.30","34,343.00","34,956.30","34,175.70",51.45M,1.13%
5/11/2021,"34,566.00","35,290.80","35,290.80","34,566.00",51.89M,-1.59%
5/10/2021,"35,123.50","33,897.00","35,290.80","33,897.00",49.42M,3.62%
5/7/2021,"33,897.00","33,005.00","34,287.20","32,949.20",51.87M,2.36%
5/6/2021,"33,116.50","33,060.70","33,618.20","32,781.90",37.93M,0.17%
5/5/2021,"33,060.70","33,451.00","33,618.20","33,060.70",42.94M,-0.84%
5/4/2021,"33,339.50","31,945.70","33,674.00","31,778.40",57.91M,2.93%
4/29/2021,"32,391.70","31,499.70","32,726.20","31,443.90",48.93M,3.75%
4/28/2021,"31,220.90","31,388.20","31,499.70","30,942.10",27.41M,-0.53%
4/27/2021,"31,388.20","30,719.10","31,443.90","30,328.90",37.37M,2.18%
4/26/2021,"30,719.10","31,499.70","31,555.40","30,663.40",44.15M,-2.31%
4/23/2021,"31,443.90","30,942.10","31,443.90","30,551.90",50.01M,2.55%
4/22/2021,"30,663.40","31,499.70","32,280.20","30,663.40",58.00M,-3.85%
4/20/2021,"31,889.90","32,335.90","32,670.40","31,220.90",66.39M,-1.04%
4/19/2021,"32,224.40","30,774.90","32,224.40","30,496.10",61.09M,5.86%
4/16/2021,"30,440.40","30,161.60","31,053.60","29,827.10",49.90M,0.18%
4/15/2021,"30,384.60","29,827.10","30,496.10","29,269.60",56.30M,2.83%
4/14/2021,"29,548.40","27,931.60","29,715.60","27,820.10",50.46M,5.79%
4/13/2021,"27,931.60","28,712.10","28,712.10","27,931.60",47.31M,-2.15%
4/12/2021,"28,544.80","27,820.10","28,712.10","27,736.40",47.40M,3.33%
4/9/2021,"27,624.90","27,485.50","27,820.10","27,346.20",27.42M,0.41%
4/8/2021,"27,513.40","27,597.00","27,652.80","27,318.30",21.01M,-0.20%
4/7/2021,"27,569.20","27,541.30","27,652.80","27,262.50",25.29M,0.10%
4/6/2021,"27,541.30","27,485.50","27,624.90","27,374.00",24.63M,0.20%
4/5/2021,"27,485.50","27,597.00","27,652.80","27,290.40",26.99M,0.51%
4/2/2021,"27,346.20","27,206.80","27,485.50","27,095.30",29.27M,1.13%
4/1/2021,"27,039.50","26,203.30","27,039.50","26,175.40",48.58M,3.63%
3/31/2021,"26,091.80","25,896.60","26,398.40","25,840.90",28.65M,0.75%
3/30/2021,"25,896.60","25,924.50","26,063.90","25,701.50",23.40M,0.32%
3/29/2021,"25,813.00","25,924.50","25,980.20","25,729.40",23.26M,0.22%
3/26/2021,"25,757.20","25,367.00","25,757.20","25,116.10",49.33M,2.67%
3/25/2021,"25,088.20","25,478.50","25,506.40","24,976.70",34.98M,-0.99%
3/24/2021,"25,339.10","25,673.60","25,840.90","25,144.00",41.51M,-2.47%
3/23/2021,"25,980.20","26,008.10","26,259.00","25,868.70",21.92M,-0.32%
3/22/2021,"26,063.90","26,370.50","26,454.10","26,036.00",19.39M,-0.85%
3/19/2021,"26,286.90","25,980.20","26,454.10","25,980.20",32.28M,1.18%
3/18/2021,"25,980.20","26,036.00","26,063.90","25,840.90",19.60M,0.65%
3/17/2021,"25,813.00","25,729.40","25,896.60","25,673.60",21.40M,0.43%
3/16/2021,"25,701.50","25,980.20","25,980.20","25,534.20",24.74M,-0.86%
3/15/2021,"25,924.50","25,980.20","26,147.50","25,868.70",20.89M,0.11%
3/12/2021,"25,896.60","25,980.20","25,980.20","25,757.20",21.33M,0.11%
3/11/2021,"25,868.70","25,590.00","26,008.10","25,534.20",27.32M,1.75%
3/10/2021,"25,422.70","25,562.10","25,562.10","25,171.80",27.68M,-0.55%
3/9/2021,"25,562.10","25,645.70","25,757.20","25,116.10",28.59M,-0.97%
3/8/2021,"25,813.00","25,980.20","26,147.50","25,645.70",31.20M,0.65%
3/5/2021,"25,645.70","25,450.60","25,701.50","25,144.00",37.55M,0.22%
3/4/2021,"25,590.00","26,147.50","26,147.50","25,088.20",49.07M,-1.92%
3/3/2021,"26,091.80","25,952.40","26,231.10","25,924.50",39.07M,0.21%
3/2/2021,"26,036.00","26,091.80","26,259.00","25,757.20",41.54M,1.08%
3/1/2021,"25,757.20","25,785.10","25,813.00","25,534.20",38.61M,1.32%
2/26/2021,"25,422.70","24,363.50","25,478.50","24,307.70",71.83M,3.28%
2/25/2021,"24,614.30","24,530.70","24,753.70","24,335.60",38.49M,1.26%
2/24/2021,"24,307.70","24,335.60","24,753.70","24,140.40",47.88M,0.69%
2/23/2021,"24,140.40","24,084.70","24,391.30","23,945.30",31.45M,-0.23%
2/22/2021,"24,196.20","24,224.10","24,753.70","23,973.20",37.49M,-0.12%
2/19/2021,"24,224.10","24,140.40","24,475.00","24,028.90",29.85M,-0.91%
2/18/2021,"24,447.10","24,196.20","24,530.70","23,945.30",37.46M,0.92%
2/17/2021,"24,224.10","23,666.60","24,224.10","23,582.90",42.56M,3.95%
2/9/2021,"23,304.20","22,802.40","23,359.90","22,551.50",45.92M,2.20%
2/8/2021,"22,802.40","23,694.40","23,750.20","22,300.60",57.77M,-3.76%
2/5/2021,"23,694.40","23,387.80","23,805.90","23,248.40",41.02M,1.67%
2/4/2021,"23,304.20","23,415.70","23,527.20","23,164.80",39.05M,-0.48%
2/3/2021,"23,415.70","22,969.70","23,610.80","22,858.20",61.14M,3.70%
2/2/2021,"22,579.40","21,464.40","22,579.40","21,325.00",50.09M,5.61%
2/1/2021,"21,380.70","21,743.10","22,217.00","21,297.10",37.42M,-2.04%
1/29/2021,"21,826.80","20,628.10","22,272.80","20,628.10",70.64M,4.40%
1/28/2021,"20,906.90","20,962.60","21,771.00","20,906.90",87.64M,-6.95%
1/27/2021,"22,467.90","23,081.20","23,638.70","22,021.90",49.24M,-4.73%
1/26/2021,"23,582.90","24,307.70","24,307.70","23,192.70",42.29M,-3.20%
1/25/2021,"24,363.50","24,112.60","25,339.10","24,028.90",58.08M,0.11%
1/22/2021,"24,335.60","24,698.00","24,921.00","24,279.80",25.97M,-1.24%
1/21/2021,"24,642.20","23,889.60","24,642.20","23,304.20",36.56M,6.00%
1/20/2021,"23,248.40","23,415.70","23,945.30","22,300.60",66.54M,0.24%
1/19/2021,"23,192.70","24,865.20","24,865.20","23,136.90",45.24M,-6.73%
1/18/2021,"24,865.20","24,809.50","25,004.60","24,670.10",31.79M,0.22%
1/15/2021,"24,809.50","24,698.00","25,116.10","24,698.00",25.95M,0.11%
1/14/2021,"24,781.60","24,921.00","24,921.00","24,447.10",30.76M,-0.56%
1/13/2021,"24,921.00","25,199.70","25,339.10","24,753.70",28.31M,-0.45%
1/12/2021,"25,032.50","24,084.70","25,032.50","23,917.40",39.91M,4.30%
1/11/2021,"24,001.10","24,028.90","24,140.40","23,750.20",29.21M,0.70%
1/8/2021,"23,833.80","23,917.40","24,140.40","23,750.20",35.06M,-0.12%
1/7/2021,"23,861.70","24,056.80","24,084.70","23,555.10",38.23M,0.00%
1/6/2021,"23,861.70","23,694.40","24,140.40","23,582.90",31.50M,1.06%
1/5/2021,"23,610.80","23,304.20","23,861.70","23,248.40",32.70M,0.12%
1/4/2021,"23,582.90","23,415.70","23,973.20","23,220.50",27.79M,2.05%
12/31/2020,"23,109.00","22,802.40","23,276.30","22,690.90",20.83M,1.34%
12/30/2020,"22,802.40","23,192.70","23,192.70","22,718.80",38.45M,-1.68%
12/29/2020,"23,192.70","22,997.50","23,332.00","22,886.00",23.59M,0.12%
12/28/2020,"23,164.80","23,304.20","23,387.80","22,858.20",36.90M,1.96%
12/25/2020,"22,718.80","22,300.60","22,774.50","22,021.90",39.78M,2.00%
12/24/2020,"22,272.80","22,635.20","22,746.70","21,520.10",32.48M,-0.12%
12/23/2020,"22,300.60","21,994.00","22,969.70","21,966.10",49.31M,1.65%
12/22/2020,"21,938.30","21,492.20","21,994.00","21,352.90",45.72M,2.08%
12/21/2020,"21,492.20","21,743.10","21,771.00","21,380.70",27.71M,-0.13%
12/18/2020,"21,520.10","21,241.40","21,603.70","21,129.90",35.02M,2.52%
12/17/2020,"20,990.50","21,408.60","21,548.00","20,990.50",53.78M,-2.96%
12/16/2020,"21,631.60","21,631.60","21,938.30","21,464.40",30.40M,0.52%
12/15/2020,"21,520.10","21,771.00","21,826.80","21,464.40",34.37M,-1.66%
12/14/2020,"21,882.50","21,966.10","22,021.90","21,715.30",25.42M,1.16%
12/11/2020,"21,631.60","21,185.60","21,631.60","21,018.40",29.21M,3.19%
12/10/2020,"20,962.60","21,464.40","21,520.10","20,739.60",53.36M,-2.34%
12/9/2020,"21,464.40","21,464.40","21,520.10","21,241.40",26.79M,0.26%
12/8/2020,"21,408.60","21,297.10","21,631.60","21,185.60",35.69M,0.52%
12/7/2020,"21,297.10","20,656.00","21,408.60","20,544.50",42.82M,3.38%
12/4/2020,"20,600.20","20,656.00","20,767.50","20,460.80",31.18M,0.27%
12/3/2020,"20,544.50","19,819.70","20,544.50","19,680.30",39.51M,4.39%
12/2/2020,"19,680.30","19,847.60","19,875.40","19,568.80",25.70M,-0.84%
12/1/2020,"19,847.60","19,457.30","19,847.60","19,262.20",38.26M,0.28%
11/30/2020,"19,791.80","20,210.00","20,293.60","19,791.80",30.64M,-2.07%
11/27/2020,"20,210.00","19,513.10","20,293.60","19,513.10",28.13M,3.28%
11/26/2020,"19,568.80","19,568.80","19,736.10","19,122.80",58.20M,-1.40%
11/25/2020,"19,847.60","20,516.60","20,572.30","19,624.60",97.75M,-5.07%
11/24/2020,"20,906.90","21,046.20","21,464.40","20,237.80",85.88M,0.00%
11/23/2020,"20,906.90","19,903.30","21,102.00","19,791.80",41.56M,5.04%
11/20/2020,"19,903.30","19,680.30","19,903.30","19,485.20",31.84M,1.42%
11/19/2020,"19,624.60","19,345.80","19,791.80","19,206.40",46.57M,1.73%
11/18/2020,"19,290.10","18,732.50","19,290.10","18,593.20",38.81M,3.75%
11/17/2020,"18,593.20","18,119.30","18,593.20","18,063.50",28.48M,3.41%
11/16/2020,"17,979.90","18,007.80","18,258.70","17,784.80",44.82M,0.94%
11/13/2020,"17,812.60","17,561.80","17,812.60","17,533.90",21.34M,1.59%
11/12/2020,"17,533.90","17,450.30","17,561.80","17,422.40",17.21M,0.48%
11/11/2020,"17,450.30","17,450.30","17,617.50","17,366.60",25.56M,0.00%
11/10/2020,"17,450.30","17,896.30","17,952.00","17,450.30",36.23M,-0.63%
11/9/2020,"17,561.80","17,171.50","17,561.80","17,115.70",32.14M,3.62%
11/6/2020,"16,948.50","16,892.70","17,115.70","16,837.00",23.54M,0.50%
11/5/2020,"16,864.90","17,087.90","17,143.60","16,864.90",20.36M,-1.31%
11/4/2020,"17,087.90","17,115.70","17,283.00","16,920.60",32.10M,-0.16%
11/3/2020,"17,115.70","17,283.00","17,450.30","17,032.10",30.75M,0.33%
11/2/2020,"17,060.00","17,032.10","17,115.70","16,920.60",18.23M,0.16%
10/30/2020,"17,032.10","17,171.50","17,227.20","16,669.70",33.41M,-0.16%
10/29/2020,"17,060.00","16,697.60","17,143.60","16,697.60",36.47M,0.66%
10/28/2020,"16,948.50","17,366.60","17,645.40","16,837.00",45.04M,-3.18%
10/27/2020,"17,506.00","17,060.00","17,673.30","17,032.10",44.37M,1.95%
10/26/2020,"17,171.50","17,283.00","17,840.50","17,115.70",35.73M,-0.32%
10/23/2020,"17,227.20","16,614.00","17,227.20","16,530.40",51.83M,4.39%
10/22/2020,"16,502.50","16,168.00","16,502.50","16,112.20",22.94M,1.72%
10/21/2020,"16,223.70","16,418.80","16,502.50","16,168.00",18.73M,-0.85%
10/20/2020,"16,363.10","16,028.60","16,363.10","16,000.70",23.38M,1.56%
10/19/2020,"16,112.20","16,251.60","16,307.30","16,084.30",19.20M,-0.69%
10/16/2020,"16,223.70","16,279.50","16,446.70","16,140.10",30.39M,0.17%
10/15/2020,"16,195.80","16,725.50","16,725.50","16,195.80",53.57M,2.47%
10/14/2020,"15,805.60","15,582.60","15,805.60","15,498.90",24.99M,1.25%
10/13/2020,"15,610.40","15,722.00","15,749.80","15,554.70",18.72M,-0.89%
10/12/2020,"15,749.80","15,972.80","16,028.60","15,638.30",21.51M,-0.88%
10/9/2020,"15,889.20","15,722.00","16,000.70","15,610.40",16.61M,1.42%
10/8/2020,"15,666.20","15,610.40","15,666.20","15,443.20",32.01M,1.08%
10/7/2020,"15,498.90","15,666.20","15,777.70","15,498.90",25.89M,-1.59%
10/6/2020,"15,749.80","15,303.80","15,749.80","15,164.40",41.44M,3.29%
10/5/2020,"15,248.10","14,969.30","15,275.90","14,969.30",22.45M,2.43%
10/2/2020,"14,885.70","15,080.80","15,192.30","14,495.40",35.47M,-1.11%
10/1/2020,"15,052.90","14,829.90","15,164.40","14,774.20",30.12M,2.27%
9/30/2020,"14,718.40","14,690.50","14,802.10","14,551.20",22.79M,0.19%
9/29/2020,"14,690.50","14,746.30","14,941.40","14,690.50",32.39M,-0.19%
9/28/2020,"14,718.40","14,383.90","14,718.40","14,328.20",30.84M,2.52%
9/25/2020,"14,356.00","14,383.90","14,383.90","14,216.70",17.72M,0.39%
9/24/2020,"14,300.30","14,328.20","14,439.70","14,216.70",21.82M,-0.58%
9/23/2020,"14,383.90","14,300.30","14,439.70","14,244.50",22.09M,0.98%
9/22/2020,"14,244.50","14,216.70","14,328.20","14,160.90",26.83M,-0.58%
9/21/2020,"14,328.20","14,439.70","14,467.50","14,272.40",20.41M,0.00%
9/18/2020,"14,328.20","14,244.50","14,328.20","14,216.70",21.89M,1.18%
9/17/2020,"14,160.90","13,798.50","14,216.70","13,770.60",46.96M,2.83%
9/16/2020,"13,770.60","13,798.50","13,826.40","13,714.90",12.09M,0.00%
9/15/2020,"13,770.60","13,798.50","13,910.00","13,742.80",15.55M,0.41%
9/14/2020,"13,714.90","13,659.10","13,798.50","13,659.10",22.33M,0.61%
9/11/2020,"13,631.30","13,687.00","13,742.80","13,631.30",20.49M,-0.41%
9/10/2020,"13,687.00","13,770.60","13,854.30","13,659.10",21.25M,0.20%
9/9/2020,"13,659.10","13,603.40","13,910.00","13,575.50",34.45M,-0.61%
9/8/2020,"13,742.80","13,714.90","13,770.60","13,631.30",21.52M,0.61%
9/7/2020,"13,659.10","13,937.90","13,993.70","13,659.10",25.16M,-1.80%
9/4/2020,"13,910.00","13,742.80","13,993.70","13,742.80",33.03M,-0.20%
9/3/2020,"13,937.90","13,937.90","14,049.40","13,882.10",25.54M,0.81%
9/1/2020,"13,826.40","13,687.00","13,910.00","13,631.30",29.40M,1.02%
8/31/2020,"13,687.00","13,491.90","13,826.40","13,491.90",23.40M,1.03%
8/28/2020,"13,547.60","13,659.10","13,659.10","13,519.80",20.36M,0.00%
8/27/2020,"13,547.60","13,491.90","13,575.50","13,436.10",15.45M,0.41%
8/26/2020,"13,491.90","13,659.10","13,687.00","13,491.90",28.65M,-1.43%
8/25/2020,"13,687.00","13,882.10","13,965.80","13,687.00",18.82M,-1.01%
8/24/2020,"13,826.40","13,659.10","13,910.00","13,603.40",24.45M,1.85%
8/21/2020,"13,575.50","13,436.10","13,603.40","13,408.30",15.67M,1.04%
8/20/2020,"13,436.10","13,519.80","13,575.50","13,380.40",17.00M,-0.62%
8/19/2020,"13,519.80","13,491.90","13,603.40","13,436.10",16.26M,0.41%
8/18/2020,"13,464.00","13,603.40","13,603.40","13,436.10",9.00M,-0.62%
8/17/2020,"13,547.60","13,408.30","13,547.60","13,352.50",14.79M,0.83%
8/14/2020,"13,436.10","13,659.10","13,714.90","13,324.60",26.95M,-1.63%
8/13/2020,"13,659.10","13,659.10","13,714.90","13,547.60",13.27M,0.82%
8/12/2020,"13,547.60","13,547.60","13,659.10","13,436.10",15.49M,0.21%
8/11/2020,"13,519.80","13,603.40","13,687.00","13,436.10",16.98M,-0.21%
8/10/2020,"13,547.60","13,631.30","13,798.50","13,547.60",24.82M,0.41%
8/7/2020,"13,491.90","13,380.40","13,547.60","13,352.50",21.35M,0.62%
8/6/2020,"13,408.30","13,436.10","13,603.40","13,268.90",24.12M,-0.21%
8/5/2020,"13,436.10","12,822.90","13,575.50","12,767.10",45.48M,4.78%
8/4/2020,"12,822.90","12,934.40","12,990.10","12,711.40",19.46M,0.44%
8/3/2020,"12,767.10","12,098.10","12,822.90","12,098.10",29.65M,5.53%
7/31/2020,"12,098.10","11,958.70","12,293.20","11,958.70",13.44M,-1.81%
7/30/2020,"12,321.10","12,209.60","12,432.60","12,181.70",19.93M,1.61%
7/29/2020,"12,126.00","12,432.60","12,711.40","11,791.50",32.55M,-3.09%
7/28/2020,"12,513.10","12,124.20","12,581.80","11,987.00",29.74M,5.39%
7/27/2020,"11,872.60","11,918.40","12,421.60","11,804.00",38.73M,-3.35%
7/24/2020,"12,284.40","12,810.50","12,833.40","12,032.70",44.83M,-4.79%
7/23/2020,"12,902.00","12,856.30","12,902.00","12,673.30",21.43M,0.36%
7/22/2020,"12,856.30","12,947.80","12,993.50","12,787.60",15.71M,0.00%
7/21/2020,"12,856.30","12,856.30","12,924.90","12,719.00",24.69M,0.36%
7/20/2020,"12,810.50","13,039.30","13,130.80","12,810.50",24.44M,-1.93%
7/17/2020,"13,062.20","13,130.80","13,153.70","13,062.20",14.24M,-0.17%
7/16/2020,"13,085.00","12,902.00","13,222.30","12,787.60",37.73M,1.96%
7/15/2020,"12,833.40","12,902.00","12,993.50","12,833.40",13.82M,0.54%
7/14/2020,"12,764.80","12,558.90","12,787.60","12,536.00",12.12M,0.90%
7/13/2020,"12,650.40","12,604.60","12,741.90","12,467.40",30.96M,-0.36%
7/10/2020,"12,696.10","12,810.50","12,924.90","12,627.50",30.45M,-1.42%
7/9/2020,"12,879.10","12,856.30","12,947.80","12,787.60",15.98M,0.36%
7/8/2020,"12,833.40","12,879.10","13,016.40","12,764.80",19.28M,-1.06%
7/7/2020,"12,970.60","12,696.10","13,222.30","12,673.30",59.07M,2.72%
7/6/2020,"12,627.50","12,673.30","12,696.10","12,558.90",20.56M,0.36%
7/3/2020,"12,581.80","12,673.30","12,696.10","12,536.00",17.08M,-0.36%
7/2/2020,"12,627.50","12,581.80","12,696.10","12,536.00",27.38M,0.73%
7/1/2020,"12,536.00","12,353.00","12,581.80","12,307.20",22.84M,2.24%
6/30/2020,"12,261.50","12,261.50","12,536.00","12,147.10",31.22M,0.56%
6/29/2020,"12,192.90","12,307.20","12,353.00","12,009.90",26.07M,-2.02%
6/26/2020,"12,444.50","12,536.00","12,627.50","12,353.00",19.72M,-0.37%
6/25/2020,"12,490.30","12,215.70","12,719.00","12,147.10",51.41M,1.11%
6/24/2020,"12,353.00","12,353.00","12,513.10","12,261.50",13.72M,0.00%
6/23/2020,"12,353.00","12,490.30","12,673.30","12,238.60",23.97M,-1.10%
6/22/2020,"12,490.30","12,536.00","12,719.00","12,330.10",20.49M,-0.18%
6/19/2020,"12,513.10","12,353.00","12,513.10","12,353.00",22.18M,2.05%
6/18/2020,"12,261.50","11,872.60","12,284.40","11,826.90",19.07M,2.09%
6/17/2020,"12,009.90","11,987.00","12,101.40","11,849.70",14.88M,0.19%
6/16/2020,"11,987.00","11,895.50","12,078.50","11,735.30",19.01M,3.15%
6/15/2020,"11,621.00","12,032.70","12,124.20","11,598.10",23.87M,-4.15%
6/12/2020,"12,124.20","11,209.20","12,124.20","11,209.20",39.76M,3.92%
6/11/2020,"11,666.70","12,284.40","12,421.60","11,666.70",48.17M,-5.56%
6/10/2020,"12,353.00","12,353.00","12,536.00","12,192.90",20.79M,-0.37%
6/9/2020,"12,398.70","12,787.60","12,810.50","12,330.10",39.37M,-2.17%
6/8/2020,"12,673.30","12,581.80","12,856.30","12,490.30",36.11M,2.40%
6/5/2020,"12,375.90","12,124.20","12,490.30","11,987.00",28.50M,1.69%
6/4/2020,"12,170.00","12,353.00","12,536.00","12,170.00",28.41M,-1.30%
6/3/2020,"12,330.10","12,375.90","12,444.50","12,170.00",25.31M,-0.37%
6/2/2020,"12,375.90","12,719.00","12,719.00","12,330.10",24.20M,-2.17%
6/1/2020,"12,650.40","12,719.00","12,719.00","12,558.90",16.90M,0.91%
5/29/2020,"12,536.00","12,490.30","12,673.30","12,353.00",26.49M,0.74%
5/28/2020,"12,444.50","12,581.80","12,627.50","12,307.20",30.51M,0.00%
5/27/2020,"12,444.50","13,085.00","13,085.00","12,444.50",41.65M,-4.23%
5/26/2020,"12,993.50","12,513.10","12,993.50","12,490.30",24.23M,4.03%
5/25/2020,"12,490.30","12,581.80","12,719.00","12,421.60",23.52M,0.18%
5/22/2020,"12,467.40","12,055.60","12,558.90","12,009.90",34.23M,2.83%
5/21/2020,"12,124.20","12,055.60","12,147.10","11,941.20",23.62M,0.19%
5/20/2020,"12,101.40","11,895.50","12,170.00","11,735.30",24.40M,1.15%
5/19/2020,"11,964.10","12,078.50","12,284.40","11,918.40",39.68M,4.18%
5/18/2020,"11,483.70","11,186.30","11,483.70","10,980.40",28.41M,6.81%
5/15/2020,"10,751.70","10,957.60","11,003.30","10,705.90",16.70M,-1.88%
5/14/2020,"10,957.60","10,888.90","11,026.20","10,843.20",13.73M,-0.62%
5/13/2020,"11,026.20","10,728.80","11,071.90","10,660.20",20.23M,1.90%
5/12/2020,"10,820.30","10,820.30","10,934.70","10,705.90",22.17M,-1.25%
5/11/2020,"10,957.60","10,843.20","11,026.20","10,660.20",15.21M,2.35%
5/8/2020,"10,705.90","10,888.90","11,049.10","10,705.90",26.29M,-0.85%
5/7/2020,"10,797.40","10,202.70","10,797.40","10,202.70",31.03M,6.31%
5/6/2020,"10,156.90","9,859.50","10,156.90","9,836.60",16.05M,3.74%
5/5/2020,"9,790.90","9,790.90","9,905.30","9,745.10",12.41M,1.90%
5/4/2020,"9,607.90","9,836.60","9,859.50","9,607.90",10.18M,-2.32%
4/29/2020,"9,836.60","9,790.90","9,928.10","9,607.90",15.68M,0.47%
4/28/2020,"9,790.90","10,065.40","10,111.20","9,722.30",16.19M,-2.51%
4/27/2020,"10,042.50","10,179.80","10,339.90","9,996.80",13.98M,-0.68%
4/24/2020,"10,111.20","9,928.10","10,156.90","9,745.10",17.48M,2.32%
4/23/2020,"9,882.40","9,745.10","10,042.50","9,745.10",17.58M,3.85%
4/22/2020,"9,516.40","9,379.10","9,745.10","9,287.60",23.25M,2.97%
4/21/2020,"9,241.90","9,493.50","9,722.30","9,219.00",25.13M,-4.72%
4/20/2020,"9,699.40","9,607.90","9,836.60","9,402.00",19.84M,2.42%
4/17/2020,"9,470.60","9,264.70","9,516.40","9,241.90",18.57M,2.22%
4/16/2020,"9,264.70","9,127.50","9,333.40","9,036.00",14.04M,0.75%
4/15/2020,"9,196.10","9,150.40","9,287.60","9,127.50",12.55M,0.75%
4/14/2020,"9,127.50","8,830.10","9,127.50","8,784.40",18.42M,3.10%
4/13/2020,"8,853.00","8,601.30","8,921.60","8,555.60",19.04M,2.93%
4/10/2020,"8,601.30","8,464.10","8,692.80","8,372.60",11.71M,1.35%
